chain	start	end	A	B	tags
chr2:a	42000000	42100000	0	1	B
chr2:a	42100000	42200000	0	1	B
chr2:a	42200000	42300000	0	1	B
chr2:a	42300000	42400000	0	1	B
chr2:a	42400000	42500000	0	1	B
chr2:a	42500000	42600000	0	1	B
chr2:a	42600000	42700000	0	1	B
chr2:a	42700000	42800000	0	1	B
chr2:a	42800000	42900000	0	1	B
chr2:a	42900000	43000000	0	1	B
chr2:a	43000000	43100000	0	1	B
chr2:a	43100000	43200000	0	1	B
chr2:a	43200000	43300000	0	1	B
chr2:a	43300000	43400000	0	1	B
chr2:a	43400000	43500000	1	0	A
chr2:a	43500000	43600000	1	0	A
chr2:a	43600000	43700000	1	0	A
chr2:a	43700000	43800000	1	0	A
chr2:a	43800000	43900000	1	0	A
chr2:a	43900000	44000000	1	0	A
chr2:a	44000000	44100000	1	0	A
chr2:a	44100000	44200000	1	0	A
chr2:a	44200000	44300000	1	0	A
chr2:a	44300000	44400000	1	0	A
chr2:a	44400000	44500000	1	0	A
chr2:a	44500000	44600000	1	0	A
chr2:a	44600000	44700000	1	0	A
chr2:a	44700000	44800000	1	0	A
chr2:a	44800000	44900000	1	0	A
chr2:a	44900000	45000000	1	0	A
chr2:a	45000000	45100000	1	0	A
chr2:a	45100000	45200000	1	0	A
chr2:a	45200000	45300000	1	0	A
chr2:a	45300000	45400000	1	0	A
chr2:a	45400000	45500000	1	0	A
chr2:a	45500000	45600000	1	0	A
chr2:a	45600000	45700000	1	0	A
chr2:a	45700000	45800000	1	0	A
chr2:a	45800000	45900000	1	0	A
chr2:a	45900000	46000000	1	0	A
chr2:a	46000000	46100000	1	0	A
chr2:a	46100000	46200000	1	0	A
chr2:a	46200000	46300000	1	0	A
chr2:a	46300000	46400000	1	0	A
chr2:a	46400000	46500000	1	0	A
chr2:a	46500000	46600000	1	0	A
chr2:a	46600000	46700000	0	1	B
chr2:a	46700000	46800000	0	1	B
chr2:a	46800000	46900000	0	1	B
chr2:a	46900000	47000000	0	1	B
chr2:a	47000000	47100000	0	1	B
chr2:a	47100000	47200000	0	1	B
chr2:a	47200000	47300000	0	1	B
chr2:a	47300000	47400000	0	1	B
chr2:a	47400000	47500000	0	1	B
chr2:a	47500000	47600000	0	1	B
chr2:a	47600000	47700000	0	1	B
chr2:a	47700000	47800000	0	1	B
chr2:a	47800000	47900000	0	1	B
chr2:a	47900000	48000000	0	1	B
chr2:a	48000000	48100000	0	1	B
chr2:a	48100000	48200000	0	1	B
chr2:a	48200000	48300000	0	1	B
chr2:a	48300000	48400000	0	1	B
chr2:a	48400000	48500000	0	1	B
chr2:a	48500000	48600000	0	1	B
chr2:a	48600000	48700000	0	1	B
chr2:a	48700000	48800000	0	1	B
chr2:a	48800000	48900000	1	0	A
chr2:a	48900000	49000000	1	0	A
chr2:a	49000000	49100000	1	0	A
chr2:a	49100000	49200000	1	0	A
chr2:a	49200000	49300000	1	0	A
chr2:a	49300000	49400000	1	0	A
chr2:a	49400000	49500000	1	0	A
chr2:a	49500000	49600000	1	0	A
chr2:a	49600000	49700000	1	0	A
chr2:a	49700000	49800000	1	0	A
chr2:a	49800000	49900000	1	0	A
chr2:a	49900000	50000000	1	0	A
chr2:a	50000000	50100000	1	0	A
chr2:a	50100000	50200000	1	0	A
chr2:a	50200000	50300000	1	0	A
chr2:a	50300000	50400000	0	1	B
chr2:a	50400000	50500000	1	0	A
chr2:a	50500000	50600000	1	0	A
chr2:a	50600000	50700000	1	0	A
chr2:a	50700000	50800000	1	0	A
chr2:a	50800000	50900000	1	0	A
chr2:a	50900000	51000000	1	0	A
chr2:a	51000000	51100000	0	1	B
chr2:a	51100000	51200000	0	1	B
chr2:a	51200000	51300000	0	1	B
chr2:a	51300000	51400000	0	1	B
chr2:a	51400000	51500000	0	1	B
chr2:a	51500000	51600000	0	1	B
chr2:a	51600000	51700000	0	1	B
chr2:a	51700000	51800000	1	0	A
chr2:a	51800000	51900000	1	0	A
chr2:a	51900000	52000000	1	0	A
chr2:a	52000000	52100000	1	0	A
chr2:a	52100000	52200000	1	0	A
chr2:a	52200000	52300000	1	0	A
chr2:a	52300000	52400000	1	0	A
chr2:a	52400000	52500000	1	0	A
chr2:a	52500000	52600000	1	0	A
chr2:a	52600000	52700000	1	0	A
chr2:a	52700000	52800000	1	0	A
chr2:a	52800000	52900000	1	0	A
chr2:a	52900000	53000000	1	0	A
chr2:a	53000000	53100000	1	0	A
chr2:a	53100000	53200000	1	0	A
chr2:a	53200000	53300000	1	0	A
chr2:a	53300000	53400000	0	1	B
chr2:a	53400000	53500000	0	1	B
chr2:a	53500000	53600000	0	1	B
chr2:a	53600000	53700000	0	1	B
chr2:a	53700000	53800000	0	1	B
chr2:a	53800000	53900000	0	1	B
chr2:a	53900000	54000000	0	1	B
chr2:a	54000000	54100000	0	1	B
chr2:a	54100000	54200000	0	1	B
chr2:a	54200000	54300000	0	1	B
chr2:a	54300000	54400000	0	1	B
chr2:a	54400000	54500000	0	1	B
chr2:a	54500000	54600000	0	1	B
chr2:a	54600000	54700000	0	1	B
chr2:a	54700000	54800000	0	1	B
chr2:a	54800000	54900000	0	1	B
chr2:a	54900000	55000000	0	1	B
chr2:a	55000000	55100000	0	1	B
chr2:a	55100000	55200000	0	1	B
chr2:a	55200000	55300000	0	1	B
chr2:a	55300000	55400000	0	1	B
chr2:a	55400000	55500000	0	1	B
chr2:a	55500000	55600000	0	1	B
chr2:a	55600000	55700000	0	1	B
chr2:a	55700000	55800000	0	1	B
chr2:a	55800000	55900000	0	1	B
chr2:a	55900000	56000000	0	1	B
chr2:a	56000000	56100000	0	1	B
chr2:a	56100000	56200000	0	1	B
chr2:a	56200000	56300000	0	1	B
chr2:a	56300000	56400000	0	1	B
chr2:a	56400000	56500000	0	1	B
chr2:a	56500000	56600000	0	1	B
chr2:a	56600000	56700000	0	1	B
chr2:a	56700000	56800000	0	1	B
chr2:a	56800000	56900000	0	1	B
chr2:a	56900000	57000000	0	1	B
chr2:a	57000000	57100000	1	0	A
chr2:a	57100000	57200000	1	0	A
chr2:a	57200000	57300000	1	0	A
chr2:a	57300000	57400000	1	0	A
chr2:a	57400000	57500000	1	0	A
chr2:a	57500000	57600000	1	0	A
chr2:a	57600000	57700000	1	0	A
chr2:a	57700000	57800000	0	1	B
chr2:a	57800000	57900000	0	1	B
chr2:a	57900000	58000000	1	0	A
chr2:a	58000000	58100000	1	0	A
chr2:a	58100000	58200000	1	0	A
chr2:a	58200000	58300000	1	0	A
chr2:a	58300000	58400000	1	0	A
chr2:a	58400000	58500000	0	1	B
chr2:a	58500000	58600000	0	1	B
chr2:a	58600000	58700000	0	1	B
chr2:a	58700000	58800000	0	1	B
chr2:a	58800000	58900000	0	1	B
chr2:a	58900000	59000000	0	1	B
chr2:a	59000000	59100000	0	1	B
chr2:a	59100000	59200000	0	1	B
chr2:a	59200000	59300000	0	1	B
chr2:a	59300000	59400000	0	1	B
chr2:a	59400000	59500000	0	1	B
chr2:a	59500000	59600000	0	1	B
chr2:a	59600000	59700000	1	0	A
chr2:a	59700000	59800000	1	0	A
chr2:a	59800000	59900000	1	0	A
chr2:a	59900000	60000000	1	0	A
chr2:a	60000000	60100000	1	0	A
chr2:a	60100000	60200000	1	0	A
chr2:a	60200000	60300000	1	0	A
chr2:a	60300000	60400000	1	0	A
chr2:a	60400000	60500000	1	0	A
chr2:a	60500000	60600000	1	0	A
chr2:a	60600000	60700000	1	0	A
chr2:a	60700000	60800000	1	0	A
chr2:a	60800000	60900000	1	0	A
chr2:a	60900000	61000000	1	0	A
chr2:a	61000000	61100000	1	0	A
chr2:a	61100000	61200000	0	1	B
chr2:a	61200000	61300000	0	1	B
chr2:a	61300000	61400000	1	0	A
chr2:a	61400000	61500000	1	0	A
chr2:a	61500000	61600000	1	0	A
chr2:a	61600000	61700000	1	0	A
chr2:a	61700000	61800000	1	0	A
chr2:a	61800000	61900000	0	1	B
chr2:a	61900000	62000000	1	0	A
chr2:a	62000000	62100000	0	1	B
chr2:a	62100000	62200000	0	1	B
chr2:a	62200000	62300000	1	0	A
chr2:a	62300000	62400000	1	0	A
chr2:a	62400000	62500000	1	0	A
chr2:a	62500000	62600000	1	0	A
chr2:a	62600000	62700000	1	0	A
chr2:a	62700000	62800000	1	0	A
chr2:a	62800000	62900000	0	1	B
chr2:a	62900000	63000000	0	1	B
chr2:a	63000000	63100000	0	1	B
chr2:a	63100000	63200000	0	1	B
chr2:a	63200000	63300000	0	1	B
chr2:a	63300000	63400000	0	1	B
chr2:a	63400000	63500000	0	1	B
chr2:a	63500000	63600000	0	1	B
chr2:a	63600000	63700000	0	1	B
chr2:a	63700000	63800000	0	1	B
chr2:a	63800000	63900000	0	1	B
chr2:a	63900000	64000000	0	1	B
chr2:a	64000000	64100000	0	1	B
chr2:a	64100000	64200000	0	1	B
chr2:a	64200000	64300000	0	1	B
chr2:a	64300000	64400000	0	1	B
chr2:a	64400000	64500000	0	1	B
chr2:a	64500000	64600000	0	1	B
chr2:a	64600000	64700000	0	1	B
chr2:a	64700000	64800000	0	1	B
chr2:a	64800000	64900000	0	1	B
chr2:a	64900000	65000000	0	1	B
chr2:a	65000000	65100000	1	0	A
chr2:a	65100000	65200000	1	0	A
chr2:a	65200000	65300000	1	0	A
chr2:a	65300000	65400000	1	0	A
chr2:a	65400000	65500000	1	0	A
chr2:a	65500000	65600000	0	1	B
chr2:a	65600000	65700000	0	1	B
chr2:a	65700000	65800000	0	1	B
chr2:a	65800000	65900000	0	1	B
chr2:a	65900000	66000000	0	1	B
chr2:a	66000000	66100000	0	1	B
chr2:a	66100000	66200000	0	1	B
chr2:a	66200000	66300000	0	1	B
chr2:a	66300000	66400000	0	1	B
chr2:a	66400000	66500000	0	1	B
chr2:a	66500000	66600000	0	1	B
chr2:a	66600000	66700000	0	1	B
chr2:a	66700000	66800000	0	1	B
chr2:a	66800000	66900000	0	1	B
chr2:a	66900000	67000000	0	1	B
chr2:a	67000000	67100000	0	1	B
chr2:a	67100000	67200000	0	1	B
chr2:a	67200000	67300000	0	1	B
chr2:a	67300000	67400000	0	1	B
chr2:a	67400000	67500000	0	1	B
chr2:a	67500000	67600000	0	1	B
chr2:a	67600000	67700000	0	1	B
chr2:a	67700000	67800000	0	1	B
chr2:a	67800000	67900000	0	1	B
chr2:a	67900000	68000000	0	1	B
chr2:a	68000000	68100000	0	1	B
chr2:a	68100000	68200000	0	1	B
chr2:a	68200000	68300000	0	1	B
chr2:a	68300000	68400000	0	1	B
chr2:a	68400000	68500000	0	1	B
chr2:a	68500000	68600000	0	1	B
chr2:a	68600000	68700000	0	1	B
chr2:a	68700000	68800000	0	1	B
chr2:a	68800000	68900000	0	1	B
chr2:a	68900000	69000000	0	1	B
chr2:a	69000000	69100000	0	1	B
chr2:a	69100000	69200000	0	1	B
chr2:a	69200000	69300000	1	0	A
chr2:a	69300000	69400000	1	0	A
chr2:a	69400000	69500000	1	0	A
chr2:a	69500000	69600000	1	0	A
chr2:a	69600000	69700000	1	0	A
chr2:a	69700000	69800000	1	0	A
chr2:a	69800000	69900000	1	0	A
chr2:a	69900000	70000000	1	0	A
chr2:a	70000000	70100000	1	0	A
chr2:a	70100000	70200000	1	0	A
chr2:a	70200000	70300000	1	0	A
chr2:a	70300000	70400000	1	0	A
chr2:a	70400000	70500000	1	0	A
chr2:a	70500000	70600000	1	0	A
chr2:a	70600000	70700000	1	0	A
chr2:a	70700000	70800000	1	0	A
chr2:a	70800000	70900000	1	0	A
chr2:a	70900000	71000000	1	0	A
chr2:a	71000000	71100000	1	0	A
chr2:a	71100000	71200000	1	0	A
chr2:a	71200000	71300000	1	0	A
chr2:a	71300000	71400000	1	0	A
chr2:a	71400000	71500000	1	0	A
chr2:a	71500000	71600000	1	0	A
chr2:a	71600000	71700000	1	0	A
chr2:a	71700000	71800000	1	0	A
chr2:a	71800000	71900000	1	0	A
chr2:a	71900000	72000000	1	0	A
chr2:a	72000000	72100000	1	0	A
chr2:a	72100000	72200000	1	0	A
chr2:a	72200000	72300000	1	0	A
chr2:a	72300000	72400000	1	0	A
chr2:a	72400000	72500000	1	0	A
chr2:a	72500000	72600000	1	0	A
chr2:a	72600000	72700000	1	0	A
chr2:a	72700000	72800000	1	0	A
chr2:a	72800000	72900000	1	0	A
chr2:a	72900000	73000000	1	0	A
chr2:a	73000000	73100000	1	0	A
chr2:a	73100000	73200000	1	0	A
chr2:a	73200000	73300000	1	0	A
chr2:a	73300000	73400000	1	0	A
chr2:a	73400000	73500000	1	0	A
chr2:a	73500000	73600000	1	0	A
chr2:a	73600000	73700000	1	0	A
chr2:a	73700000	73800000	1	0	A
chr2:a	73800000	73900000	1	0	A
chr2:a	73900000	74000000	1	0	A
chr2:a	74000000	74100000	1	0	A
chr2:a	74100000	74200000	1	0	A
chr2:a	74200000	74300000	1	0	A
chr2:a	74300000	74400000	1	0	A
chr2:a	74400000	74500000	1	0	A
chr2:a	74500000	74600000	1	0	A
chr2:a	74600000	74700000	1	0	A
chr2:a	74700000	74800000	1	0	A
chr2:a	74800000	74900000	1	0	A
chr2:a	74900000	75000000	1	0	A
chr2:a	75000000	75100000	1	0	A
chr2:a	75100000	75200000	1	0	A
chr2:a	75200000	75300000	0	1	B
chr2:a	75300000	75400000	0	1	B
chr2:a	75400000	75500000	1	0	A
chr2:a	75500000	75600000	1	0	A
chr2:a	75600000	75700000	1	0	A
chr2:a	75700000	75800000	1	0	A
chr2:a	75800000	75900000	1	0	A
chr2:a	75900000	76000000	1	0	A
chr2:a	76000000	76100000	1	0	A
chr2:a	76100000	76200000	1	0	A
chr2:a	76200000	76300000	1	0	A
chr2:a	76300000	76400000	1	0	A
chr2:a	76400000	76500000	1	0	A
chr2:a	76500000	76600000	1	0	A
chr2:a	76600000	76700000	1	0	A
chr2:a	76700000	76800000	1	0	A
chr2:a	76800000	76900000	1	0	A
chr2:a	76900000	77000000	1	0	A
chr2:a	77000000	77100000	0	1	B
chr2:a	77100000	77200000	0	1	B
chr2:a	77200000	77300000	0	1	B
chr2:a	77300000	77400000	0	1	B
chr2:a	77400000	77500000	0	1	B
chr2:a	77500000	77600000	0	1	B
chr2:a	77600000	77700000	0	1	B
chr2:a	77700000	77800000	0	1	B
chr2:a	77800000	77900000	0	1	B
chr2:a	77900000	78000000	0	1	B
chr2:a	78000000	78100000	0	1	B
chr2:a	78100000	78200000	0	1	B
chr2:a	78200000	78300000	0	1	B
chr2:a	78300000	78400000	0	1	B
chr2:a	78400000	78500000	0	1	B
chr2:a	78500000	78600000	0	1	B
chr2:a	78600000	78700000	0	1	B
chr2:a	78700000	78800000	0	1	B
chr2:a	78800000	78900000	1	0	A
chr2:a	78900000	79000000	1	0	A
chr2:a	79000000	79100000	1	0	A
chr2:a	79100000	79200000	1	0	A
chr2:a	79200000	79300000	1	0	A
chr2:a	79300000	79400000	1	0	A
chr2:a	79400000	79500000	1	0	A
chr2:a	79500000	79600000	1	0	A
chr2:a	79600000	79700000	1	0	A
chr2:a	79700000	79800000	1	0	A
chr2:a	79800000	79900000	1	0	A
chr2:a	79900000	80000000	1	0	A
chr2:a	80000000	80100000	0	1	B
chr2:a	80100000	80200000	0	1	B
chr2:a	80200000	80300000	0	1	B
chr2:a	80300000	80400000	0	1	B
chr2:a	80400000	80500000	0	1	B
chr2:a	80500000	80600000	0	1	B
chr2:a	80600000	80700000	0	1	B
chr2:a	80700000	80800000	0	1	B
chr2:a	80800000	80900000	0	1	B
chr2:a	80900000	81000000	0	1	B
chr2:a	81000000	81100000	0	1	B
chr2:a	81100000	81200000	0	1	B
chr2:a	81200000	81300000	0	1	B
chr2:a	81300000	81400000	0	1	B
chr2:a	81400000	81500000	0	1	B
chr2:a	81500000	81600000	0	1	B
chr2:a	81600000	81700000	0	1	B
chr2:a	81700000	81800000	0	1	B
chr2:a	81800000	81900000	0	1	B
chr2:a	81900000	82000000	0	1	B
chr2:a	82000000	82100000	0	1	B
chr2:a	82100000	82200000	0	1	B
chr2:a	82200000	82300000	0	1	B
chr2:a	82300000	82400000	0	1	B
chr2:a	82400000	82500000	0	1	B
chr2:a	82500000	82600000	0	1	B
chr2:a	82600000	82700000	0	1	B
chr2:a	82700000	82800000	0	1	B
chr2:a	82800000	82900000	0	1	B
chr2:a	82900000	83000000	0	1	B
chr2:a	83000000	83100000	0	1	B
chr2:a	83100000	83200000	0	1	B
chr2:a	83200000	83300000	0	1	B
chr2:a	83300000	83400000	0	1	B
chr2:a	83400000	83500000	0	1	B
chr2:a	83500000	83600000	1	0	A
chr2:a	83600000	83700000	1	0	A
chr2:a	83700000	83800000	1	0	A
chr2:a	83800000	83900000	1	0	A
chr2:a	83900000	84000000	1	0	A
chr2:a	84000000	84100000	0	1	B
chr2:a	84100000	84200000	0	1	B
chr2:a	84200000	84300000	0	1	B
chr2:a	84300000	84400000	0	1	B
chr2:a	84400000	84500000	1	0	A
chr2:a	84500000	84600000	1	0	A
chr2:a	84600000	84700000	1	0	A
chr2:a	84700000	84800000	1	0	A
chr2:a	84800000	84900000	1	0	A
chr2:a	84900000	85000000	1	0	A
chr2:a	85000000	85100000	1	0	A
chr2:a	85100000	85200000	1	0	A
chr2:a	85200000	85300000	1	0	A
chr2:a	85300000	85400000	0	1	B
chr2:a	85400000	85500000	0	1	B
chr2:a	85500000	85600000	0	1	B
chr2:a	85600000	85700000	0	1	B
chr2:a	85700000	85800000	0	1	B
chr2:a	85800000	85900000	0	1	B
chr2:a	85900000	86000000	0	1	B
chr2:a	86000000	86100000	0	1	B
chr2:a	86100000	86200000	0	1	B
chr2:a	86200000	86300000	0	1	B
chr2:a	86300000	86400000	0	1	B
chr2:a	86400000	86500000	0	1	B
chr2:a	86500000	86600000	0	1	B
chr2:a	86600000	86700000	0	1	B
chr2:a	86700000	86800000	0	1	B
chr2:a	86800000	86900000	0	1	B
chr2:a	86900000	87000000	0	1	B
chr2:a	87000000	87100000	0	1	B
chr2:a	87100000	87200000	0	1	B
chr2:a	87200000	87300000	0	1	B
chr2:a	87300000	87400000	0	1	B
chr2:a	87400000	87500000	0	1	B
chr2:a	87500000	87600000	0	1	B
chr2:a	87600000	87700000	0	1	B
chr2:a	87700000	87800000	0	1	B
chr2:a	87800000	87900000	0	1	B
chr2:a	87900000	88000000	0	1	B
chr2:a	88000000	88100000	0	1	B
chr2:a	88100000	88200000	0	1	B
chr2:a	88200000	88300000	0	1	B
chr2:a	88300000	88400000	0	1	B
chr2:a	88400000	88500000	0	1	B
chr2:a	88500000	88600000	0	1	B
chr2:a	88600000	88700000	0	1	B
chr2:a	88700000	88800000	0	1	B
chr2:a	88800000	88900000	0	1	B
chr2:a	88900000	89000000	0	1	B
chr2:a	89000000	89100000	0	1	B
chr2:a	89100000	89200000	0	1	B
chr2:a	89200000	89300000	0	1	B
chr2:a	89300000	89400000	0	1	B
chr2:a	89400000	89500000	0	1	B
chr2:a	89500000	89600000	0	1	B
chr2:a	89600000	89700000	0	1	B
chr2:a	89700000	89800000	0	1	B
chr2:a	89800000	89900000	0	1	B
chr2:a	89900000	90000000	0	1	B
chr2:a	90000000	90100000	0	1	B
chr2:a	90100000	90200000	0	1	B
chr2:a	90200000	90300000	0	1	B
chr2:a	90300000	90400000	1	0	A
chr2:a	90400000	90500000	1	0	A
chr2:a	90500000	90600000	1	0	A
chr2:a	90600000	90700000	1	0	A
chr2:a	90700000	90800000	1	0	A
chr2:a	90800000	90900000	1	0	A
chr2:a	90900000	91000000	1	0	A
chr2:a	91000000	91100000	1	0	A
chr2:a	91100000	91200000	1	0	A
chr2:a	91200000	91300000	1	0	A
chr2:a	91300000	91400000	1	0	A
chr2:a	91400000	91500000	1	0	A
chr2:a	91500000	91600000	1	0	A
chr2:a	91600000	91700000	1	0	A
chr2:a	91700000	91800000	1	0	A
chr2:a	91800000	91900000	1	0	A
chr2:a	91900000	92000000	1	0	A
chr2:a	92000000	92100000	1	0	A
chr2:a	92100000	92200000	1	0	A
chr2:a	92200000	92300000	1	0	A
chr2:a	92300000	92400000	1	0	A
chr2:a	92400000	92500000	1	0	A
chr2:a	92500000	92600000	1	0	A
chr2:a	92600000	92700000	1	0	A
chr2:a	92700000	92800000	1	0	A
chr2:a	92800000	92900000	1	0	A
chr2:a	92900000	93000000	1	0	A
chr2:a	93000000	93100000	1	0	A
chr2:a	93100000	93200000	1	0	A
chr2:a	93200000	93300000	1	0	A
chr2:a	93300000	93400000	1	0	A
chr2:a	93400000	93500000	1	0	A
chr2:a	93500000	93600000	1	0	A
chr2:a	93600000	93700000	1	0	A
chr2:a	93700000	93800000	1	0	A
chr2:a	93800000	93900000	1	0	A
chr2:a	93900000	94000000	1	0	A
chr2:a	94000000	94100000	1	0	A
chr2:a	94100000	94200000	1	0	A
chr2:a	94200000	94300000	1	0	A
chr2:a	94300000	94400000	1	0	A
chr2:a	94400000	94500000	0	1	B
chr2:a	94500000	94600000	0	1	B
chr2:a	94600000	94700000	0	1	B
chr2:a	94700000	94800000	0	1	B
chr2:a	94800000	94900000	0	1	B
chr2:a	94900000	95000000	0	1	B
chr2:a	95000000	95100000	0	1	B
chr2:a	95100000	95200000	0	1	B
chr2:a	95200000	95300000	0	1	B
chr2:a	95300000	95400000	0	1	B
chr2:a	95400000	95500000	0	1	B
chr2:a	95500000	95600000	0	1	B
chr2:a	95600000	95700000	0	1	B
chr2:a	95700000	95800000	0	1	B
chr2:a	95800000	95900000	0	1	B
chr2:a	95900000	96000000	0	1	B
chr2:a	96000000	96100000	0	1	B
chr2:a	96100000	96200000	0	1	B
chr2:a	96200000	96300000	0	1	B
chr2:a	96300000	96400000	0	1	B
chr2:a	96400000	96500000	0	1	B
chr2:a	96500000	96600000	0	1	B
chr2:a	96600000	96700000	0	1	B
chr2:a	96700000	96800000	0	1	B
chr2:a	96800000	96900000	0	1	B
chr2:a	96900000	97000000	0	1	B
chr2:a	97000000	97100000	0	1	B
chr2:a	97100000	97200000	0	1	B
chr2:a	97200000	97300000	0	1	B
chr2:a	97300000	97400000	0	1	B
chr2:a	97400000	97500000	0	1	B
chr2:a	97500000	97600000	0	1	B
chr2:a	97600000	97700000	0	1	B
chr2:a	97700000	97800000	0	1	B
chr2:a	97800000	97900000	0	1	B
chr2:a	97900000	98000000	0	1	B
chr2:a	98000000	98100000	0	1	B
chr2:a	98100000	98200000	0	1	B
chr2:a	98200000	98300000	0	1	B
chr2:a	98300000	98400000	0	1	B
chr2:a	98400000	98500000	0	1	B
chr2:a	98500000	98600000	0	1	B
chr2:a	98600000	98700000	0	1	B
chr2:a	98700000	98800000	0	1	B
chr2:a	98800000	98900000	0	1	B
chr2:a	98900000	99000000	0	1	B
chr2:a	99000000	99100000	0	1	B
chr2:a	99100000	99200000	0	1	B
chr2:a	99200000	99300000	0	1	B
chr2:a	99300000	99400000	0	1	B
chr2:a	99400000	99500000	0	1	B
chr2:a	99500000	99600000	0	1	B
chr2:a	99600000	99700000	0	1	B
chr2:a	99700000	99800000	0	1	B
chr2:a	99800000	99900000	0	1	B
chr2:a	99900000	100000000	0	1	B
chr2:a	100000000	100100000	0	1	B
chr2:a	100100000	100200000	0	1	B
chr2:a	100200000	100300000	0	1	B
chr2:a	100300000	100400000	0	1	B
chr2:a	100400000	100500000	0	1	B
chr2:a	100500000	100600000	0	1	B
chr2:a	100600000	100700000	0	1	B
chr2:a	100700000	100800000	0	1	B
chr2:a	100800000	100900000	0	1	B
chr2:a	100900000	101000000	0	1	B
chr2:a	101000000	101100000	0	1	B
chr2:a	101100000	101200000	0	1	B
chr2:a	101200000	101300000	0	1	B
chr2:a	101300000	101400000	0	1	B
chr2:a	101400000	101500000	1	0	A
chr2:a	101500000	101600000	1	0	A
chr2:a	101600000	101700000	1	0	A
chr2:a	101700000	101800000	1	0	A
chr2:a	101800000	101900000	1	0	A
chr2:a	101900000	102000000	1	0	A
chr2:a	102000000	102100000	1	0	A
chr2:a	102100000	102200000	1	0	A
chr2:a	102200000	102300000	1	0	A
chr2:a	102300000	102400000	1	0	A
chr2:a	102400000	102500000	1	0	A
chr2:a	102500000	102600000	1	0	A
chr2:a	102600000	102700000	1	0	A
chr2:a	102700000	102800000	1	0	A
chr2:a	102800000	102900000	1	0	A
chr2:a	102900000	103000000	1	0	A
chr2:a	103000000	103100000	1	0	A
chr2:a	103100000	103200000	1	0	A
chr2:a	103200000	103300000	1	0	A
chr2:a	103300000	103400000	1	0	A
chr2:a	103400000	103500000	1	0	A
chr2:a	103500000	103600000	1	0	A
chr2:a	103600000	103700000	1	0	A
chr2:a	103700000	103800000	1	0	A
chr2:a	103800000	103900000	1	0	A
chr2:a	103900000	104000000	1	0	A
chr2:a	104000000	104100000	1	0	A
chr2:a	104100000	104200000	1	0	A
chr2:a	104200000	104300000	1	0	A
chr2:a	104300000	104400000	1	0	A
chr2:a	104400000	104500000	1	0	A
chr2:a	104500000	104600000	1	0	A
chr2:a	104600000	104700000	1	0	A
chr2:a	104700000	104800000	1	0	A
chr2:a	104800000	104900000	1	0	A
chr2:a	104900000	105000000	1	0	A
chr2:a	105000000	105100000	1	0	A
chr2:a	105100000	105200000	1	0	A
chr2:a	105200000	105300000	1	0	A
chr2:a	105300000	105400000	1	0	A
chr2:a	105400000	105500000	0	1	B
chr2:a	105500000	105600000	1	0	A
chr2:a	105600000	105700000	1	0	A
chr2:a	105700000	105800000	1	0	A
chr2:a	105800000	105900000	1	0	A
chr2:a	105900000	106000000	1	0	A
chr2:a	106000000	106100000	0	1	B
chr2:a	106100000	106200000	0	1	B
chr2:a	106200000	106300000	0	1	B
chr2:a	106300000	106400000	0	1	B
chr2:a	106400000	106500000	0	1	B
chr2:a	106500000	106600000	0	1	B
chr2:a	106600000	106700000	0	1	B
chr2:a	106700000	106800000	0	1	B
chr2:a	106800000	106900000	0	1	B
chr2:a	106900000	107000000	0	1	B
chr2:a	107000000	107100000	0	1	B
chr2:a	107100000	107200000	0	1	B
chr2:a	107200000	107300000	0	1	B
chr2:a	107300000	107400000	0	1	B
chr2:a	107400000	107500000	0	1	B
chr2:a	107500000	107600000	0	1	B
chr2:a	107600000	107700000	0	1	B
chr2:a	107700000	107800000	0	1	B
chr2:a	107800000	107900000	0	1	B
chr2:a	107900000	108000000	0	1	B
chr2:a	108000000	108100000	0	1	B
chr2:a	108100000	108200000	0	1	B
chr2:a	108200000	108300000	0	1	B
chr2:a	108300000	108400000	0	1	B
chr2:a	108400000	108500000	0	1	B
chr2:a	108500000	108600000	0	1	B
chr2:a	108600000	108700000	0	1	B
chr2:a	108700000	108800000	0	1	B
chr2:a	108800000	108900000	0	1	B
chr2:a	108900000	109000000	0	1	B
chr2:a	109000000	109100000	0	1	B
chr2:a	109100000	109200000	0	1	B
chr2:a	109200000	109300000	1	0	A
chr2:a	109300000	109400000	1	0	A
chr2:a	109400000	109500000	1	0	A
chr2:a	109500000	109600000	1	0	A
chr2:a	109600000	109700000	0	1	B
chr2:a	109700000	109800000	0	1	B
chr2:a	109800000	109900000	1	0	A
chr2:a	109900000	110000000	1	0	A
chr2:a	110000000	110100000	1	0	A
chr2:a	110100000	110200000	0	1	B
chr2:a	110200000	110300000	0	1	B
chr2:a	110300000	110400000	0	1	B
chr2:a	110400000	110500000	0	1	B
chr2:a	110500000	110600000	0	1	B
chr2:a	110600000	110700000	0	1	B
chr2:a	110700000	110800000	0	1	B
chr2:a	110800000	110900000	0	1	B
chr2:a	110900000	111000000	0	1	B
chr2:a	111000000	111100000	0	1	B
chr2:a	111100000	111200000	0	1	B
chr2:a	111200000	111300000	0	1	B
chr2:a	111300000	111400000	0	1	B
chr2:a	111400000	111500000	0	1	B
chr2:a	111500000	111600000	0	1	B
chr2:a	111600000	111700000	0	1	B
chr2:a	111700000	111800000	0	1	B
chr2:a	111800000	111900000	0	1	B
