chrom	start	end	score
chr3	131100000	131200000	0.345444
chr3	131200000	131300000	0.298623
chr3	131300000	131400000	0.3277
chr3	131400000	131500000	0.352995
chr3	131500000	131600000	0.327134
chr3	131600000	131700000	0.393676
chr3	131700000	131800000	0.361411
chr3	131800000	131900000	0.304088
chr3	131900000	132000000	0.312723
chr3	132000000	132100000	0.25018
chr3	132100000	132200000	0.300812
chr3	132200000	132300000	0.345898
chr3	132300000	132400000	0.336315
chr3	132400000	132500000	0.391921
chr3	132500000	132600000	0.454944
chr3	132600000	132700000	0.360702
chr3	132700000	132800000	0.246751
chr3	132800000	132900000	0.339569
chr3	132900000	133000000	0.278115
chr3	133000000	133100000	0.308603
chr3	133100000	133200000	0.347474
chr3	133200000	133300000	0.352908
chr3	133300000	133400000	0.348693
chr3	133400000	133500000	0.366458
chr3	133500000	133600000	0.455858
chr3	133600000	133700000	0.316713
chr3	133700000	133800000	0.344647
chr3	133800000	133900000	0.372249
chr3	133900000	134000000	0.342262
chr3	134000000	134100000	0.345946
chr3	134100000	134200000	0.344438
chr3	134200000	134300000	0.364239
chr3	134300000	134400000	0.411695
chr3	134400000	134500000	0.34395
chr3	134500000	134600000	0.274511
chr3	134600000	134700000	0.35595
chr3	134700000	134800000	0.295252
chr3	134800000	134900000	0.407185
chr3	134900000	135000000	0.380195
chr3	135000000	135100000	0.335433
chr3	135100000	135200000	0.380714
chr3	135200000	135300000	0.29587
chr3	135300000	135400000	0.327304
chr3	135400000	135500000	0.34927
chr3	135500000	135600000	0.278851
chr3	135600000	135700000	0.305449
chr3	135700000	135800000	0.338426
chr3	135800000	135900000	0.32931
chr3	135900000	136000000	0.313093
chr3	136000000	136100000	0.274227
chr3	136100000	136200000	0.410649
chr3	136200000	136300000	0.341374
chr3	136300000	136400000	0.349485
chr3	136400000	136500000	0.377301
chr3	136500000	136600000	0.351421
chr3	136600000	136700000	0.374908
chr3	136700000	136800000	0.203105
chr3	136800000	136900000	0.354079
chr3	136900000	137000000	0.257953
chr3	137000000	137100000	0.347472
chr3	137100000	137200000	0.336141
chr3	137200000	137300000	0.353867
chr3	137300000	137400000	0.359889
chr3	137400000	137500000	0.348657
chr3	137500000	137600000	0.327975
chr3	137600000	137700000	0.31156
chr3	137700000	137800000	0.355218
chr3	137800000	137900000	0.358519
chr3	137900000	138000000	0.267621
chr3	138000000	138100000	0.309578
chr3	138100000	138200000	0.301689
chr3	138200000	138300000	0.383983
chr3	138300000	138400000	0.373323
chr3	138400000	138500000	0.357835
chr3	138500000	138600000	0.374558
chr3	138600000	138700000	0.415862
chr3	138700000	138800000	0.423462
chr3	138800000	138900000	0.387075
chr3	138900000	139000000	0.270906
chr3	139000000	139100000	0.354913
chr3	139100000	139200000	0.338109
chr3	139200000	139300000	0.361695
chr3	139300000	139400000	0.318576
chr3	139400000	139500000	0.33137
chr3	139500000	139600000	0.322527
chr3	139600000	139700000	0.335101
chr3	139700000	139800000	0.275705
chr3	139800000	139900000	0.30024
chr3	139900000	140000000	0.314478
chr3	140000000	140100000	0.305122
chr3	140100000	140200000	0.383401
chr3	140200000	140300000	0.268551
chr3	140300000	140400000	0.315193
chr3	140400000	140500000	0.314093
chr3	140500000	140600000	0.325951
chr3	140600000	140700000	0.382827
chr3	140700000	140800000	0.354021
chr3	140800000	140900000	0.321709
chr3	140900000	141000000	0.392371
chr3	141000000	141100000	0.386513
chr3	141100000	141200000	0.37687
chr3	141200000	141300000	0.38421
chr3	141300000	141400000	0.520041
chr3	141400000	141500000	0.281998
chr3	141500000	141600000	0.383847
chr3	141600000	141700000	0.357888
chr3	141700000	141800000	0.319277
chr3	141800000	141900000	0.30808
chr3	141900000	142000000	0.325553
chr3	142000000	142100000	0.377744
chr3	142100000	142200000	0.376247
chr3	142200000	142300000	0.418497
chr3	142300000	142400000	0.338322
chr3	142400000	142500000	0.370919
chr3	142500000	142600000	0.376872
chr3	142600000	142700000	0.364719
chr3	142700000	142800000	0.336285
chr3	142800000	142900000	0.348759
chr3	142900000	143000000	0.460977
chr3	143000000	143100000	0.315753
chr3	143100000	143200000	0.472704
chr3	143200000	143300000	0.417752
chr3	143300000	143400000	0.377891
chr3	143400000	143500000	0.339983
chr3	143500000	143600000	0.372451
chr3	143600000	143700000	0.39224
chr3	143700000	143800000	0.335575
chr3	143800000	143900000	0.372705
chr3	143900000	144000000	0.28825
chr3	144000000	144100000	0.309911
chr3	144100000	144200000	0.347321
chr3	144200000	144300000	0.337749
chr3	144300000	144400000	0.302155
chr3	144400000	144500000	0.356507
chr3	144500000	144600000	0.32051
chr3	144600000	144700000	0.280818
chr3	144700000	144800000	0.24767
chr3	144800000	144900000	0.314768
chr3	144900000	145000000	0.274112
chr3	145000000	145100000	0.314616
chr3	145100000	145200000	0.289063
chr3	145200000	145300000	0.207297
chr3	145300000	145400000	0.267094
chr3	145400000	145500000	0.268497
chr3	145500000	145600000	0.293371
chr3	145600000	145700000	0.281069
chr3	145700000	145800000	0.2854
chr3	145800000	145900000	0.320402
chr3	145900000	146000000	0.315467
chr3	146000000	146100000	0.309599
chr3	146100000	146200000	0.289763
chr3	146200000	146300000	0.289278
chr3	146300000	146400000	0.320107
chr3	146400000	146500000	0.305559
chr3	146500000	146600000	0.318729
chr3	146600000	146700000	0.254603
chr3	146700000	146800000	0.266698
chr3	146800000	146900000	0.257063
chr3	146900000	147000000	0.295181
chr3	147000000	147100000	0.279904
chr3	147100000	147200000	0.297767
chr3	147200000	147300000	0.221382
chr3	147300000	147400000	0.305743
chr3	147400000	147500000	0.271019
chr3	147500000	147600000	0.31877
chr3	147600000	147700000	0.328827
chr3	147700000	147800000	0.294399
chr3	147800000	147900000	0.305922
chr3	147900000	148000000	0.334926
chr3	148000000	148100000	0.277496
chr3	148100000	148200000	0.351484
chr3	148200000	148300000	0.377412
chr3	148300000	148400000	0.349194
chr3	148400000	148500000	0.257751
chr3	148500000	148600000	0.25804
chr3	148600000	148700000	0.272083
chr3	148700000	148800000	0.309965
chr3	148800000	148900000	0.268625
chr3	148900000	149000000	0.277121
chr3	149000000	149100000	0.42992
chr3	149100000	149200000	0.431382
chr3	149200000	149300000	0.415054
chr3	149300000	149400000	0.349789
chr3	149400000	149500000	0.442998
chr3	149500000	149600000	0.351386
chr3	149600000	149700000	0.432752
chr3	149700000	149800000	0.308177
chr3	149800000	149900000	0.404401
chr3	149900000	150000000	0.338726
chr3	150000000	150100000	0.42477
chr3	150100000	150200000	0.434243
chr3	150200000	150300000	0.36141
chr3	150300000	150400000	0.405118
chr3	150400000	150500000	0.395371
chr3	150500000	150600000	0.30816
chr3	150600000	150700000	0.45085
chr3	150700000	150800000	0.485724
chr3	150800000	150900000	0.356135
chr3	150900000	151000000	0.335167
chr3	151000000	151100000	0.337132
chr3	151100000	151200000	0.283204
chr3	151200000	151300000	0.482473
chr3	151300000	151400000	0.337756
chr3	151400000	151500000	0.284832
chr3	151500000	151600000	0.320674
chr3	151600000	151700000	0.328539
chr3	151700000	151800000	0.35223
chr3	151800000	151900000	0.312065
chr3	151900000	152000000	0.329301
chr3	152000000	152100000	0.385271
chr3	152100000	152200000	0.392286
chr3	152200000	152300000	0.417661
chr3	152300000	152400000	0.406708
chr3	152400000	152500000	0.262522
chr3	152500000	152600000	0.437882
chr3	152600000	152700000	0.359354
chr3	152700000	152800000	0.423342
chr3	152800000	152900000	0.354794
chr3	152900000	153000000	0.285019
chr3	153000000	153100000	0.265642
chr3	153100000	153200000	0.3728
chr3	153200000	153300000	0.293199
chr3	153300000	153400000	0.326573
chr3	153400000	153500000	0.287375
chr3	153500000	153600000	0.30595
chr3	153600000	153700000	0.320764
chr3	153700000	153800000	0.266725
chr3	153800000	153900000	0.30408
chr3	153900000	154000000	0.328309
chr3	154000000	154100000	0.295589
chr3	154100000	154200000	0.307143
chr3	154200000	154300000	0.270664
chr3	154300000	154400000	0.295422
chr3	154400000	154500000	0.260826
chr3	154500000	154600000	0.297141
chr3	154600000	154700000	0.291237
chr3	154700000	154800000	0.271063
chr3	154800000	154900000	0.273842
chr3	154900000	155000000	0.318347
chr3	155000000	155100000	0.28705
chr3	155100000	155200000	0.300054
chr3	155200000	155300000	0.314756
chr3	155300000	155400000	0.285385
chr3	155400000	155500000	0.328352
chr3	155500000	155600000	0.28604
chr3	155600000	155700000	0.33739
chr3	155700000	155800000	0.319771
chr3	155800000	155900000	0.42925
chr3	155900000	156000000	0.304721
chr3	156000000	156100000	0.316838
chr3	156100000	156200000	0.291095
chr3	156200000	156300000	0.342209
chr3	156300000	156400000	0.35918
chr3	156400000	156500000	0.316975
chr3	156500000	156600000	0.336865
chr3	156600000	156700000	0.419299
chr3	156700000	156800000	0.431644
chr3	156800000	156900000	0.346694
chr3	156900000	157000000	0.365878
chr3	157000000	157100000	0.386694
chr3	157100000	157200000	0.289536
chr3	157200000	157300000	0.334093
chr3	157300000	157400000	0.296338
chr3	157400000	157500000	0.301709
chr3	157500000	157600000	0.383442
chr3	157600000	157700000	0.301786
chr3	157700000	157800000	0.296543
chr3	157800000	157900000	0.334601
chr3	157900000	158000000	0.318109
chr3	158000000	158100000	0.275216
chr3	158100000	158200000	0.436623
chr3	158200000	158300000	0.399248
chr3	158300000	158400000	0.396123
chr3	158400000	158500000	0.268755
chr3	158500000	158600000	0.311253
chr3	158600000	158700000	0.291953
chr3	158700000	158800000	0.467473
chr3	158800000	158900000	0.282699
chr3	158900000	159000000	0.305126
chr3	159000000	159100000	0.343279
chr3	159100000	159200000	0.305657
chr3	159200000	159300000	0.293749
chr3	159300000	159400000	0.278763
chr3	159400000	159500000	0.328978
chr3	159500000	159600000	0.280071
chr3	159600000	159700000	0.303415
chr3	159700000	159800000	0.293193
chr3	159800000	159900000	0.376987
chr3	159900000	160000000	0.543759
chr3	160000000	160100000	0.339776
chr3	160100000	160200000	0.38021
chr3	160200000	160300000	0.361092
chr3	160300000	160400000	0.368385
chr3	160400000	160500000	0.297157
chr3	160500000	160600000	0.347213
chr3	160600000	160700000	0.341406
chr3	160700000	160800000	0.345933
chr3	160800000	160900000	0.350931
chr3	160900000	161000000	0.236909
chr3	161000000	161100000	0.360689
chr3	161100000	161200000	0.322547
chr3	161200000	161300000	0.365084
chr3	161300000	161400000	0.399282
chr3	161400000	161500000	0.253147
chr3	161500000	161600000	0.283962
chr3	161600000	161700000	0.341231
chr3	161700000	161800000	0.377022
chr3	161800000	161900000	0.285475
chr3	161900000	162000000	0.310791
chr3	162000000	162100000	0.293993
chr3	162100000	162200000	0.302882
chr3	162200000	162300000	0.267619
chr3	162300000	162400000	0.271756
chr3	162400000	162500000	0.297847
chr3	162500000	162600000	0.310817
chr3	162600000	162700000	0.340114
chr3	162700000	162800000	0.311932
chr3	162800000	162900000	nan
chr3	162900000	163000000	0.273293
chr3	163000000	163100000	0.226876
chr3	163100000	163200000	0.282686
chr3	163200000	163300000	0.229507
chr3	163300000	163400000	0.253184
chr3	163400000	163500000	0.238051
chr3	163500000	163600000	0.24529
chr3	163600000	163700000	0.256876
chr3	163700000	163800000	0.310002
chr3	163800000	163900000	0.323009
chr3	163900000	164000000	0.265583
chr3	164000000	164100000	0.248312
chr3	164100000	164200000	0.305973
chr3	164200000	164300000	0.274365
chr3	164300000	164400000	0.255927
chr3	164400000	164500000	0.298467
chr3	164500000	164600000	0.229634
chr3	164600000	164700000	0.295575
chr3	164700000	164800000	0.276046
chr3	164800000	164900000	0.280759
chr3	164900000	165000000	0.278344
chr3	165000000	165100000	0.233729
chr3	165100000	165200000	0.284324
chr3	165200000	165300000	0.260891
chr3	165300000	165400000	0.282645
chr3	165400000	165500000	0.322584
chr3	165500000	165600000	0.305263
chr3	165600000	165700000	0.281041
chr3	165700000	165800000	0.271747
chr3	165800000	165900000	0.290111
chr3	165900000	166000000	0.29776
chr3	166000000	166100000	0.281756
chr3	166100000	166200000	0.274147
chr3	166200000	166300000	0.255022
chr3	166300000	166400000	0.280033
chr3	166400000	166500000	0.2494
chr3	166500000	166600000	0.269423
chr3	166600000	166700000	0.254081
chr3	166700000	166800000	0.271848
chr3	166800000	166900000	0.309762
chr3	166900000	167000000	0.314505
chr3	167000000	167100000	0.25986
chr3	167100000	167200000	0.284943
chr3	167200000	167300000	0.314125
chr3	167300000	167400000	0.224261
chr3	167400000	167500000	0.323219
chr3	167500000	167600000	0.286925
chr3	167600000	167700000	0.322959
chr3	167700000	167800000	0.308403
chr3	167800000	167900000	0.316282
chr3	167900000	168000000	0.287022
chr3	168000000	168100000	0.311296
chr3	168100000	168200000	0.399032
chr3	168200000	168300000	0.280063
chr3	168300000	168400000	0.314716
chr3	168400000	168500000	0.367552
chr3	168500000	168600000	0.413391
chr3	168600000	168700000	0.296865
chr3	168700000	168800000	0.353163
chr3	168800000	168900000	0.265914
chr3	168900000	169000000	0.270948
chr3	169000000	169100000	0.309287
chr3	169100000	169200000	0.281493
chr3	169200000	169300000	0.327306
chr3	169300000	169400000	0.28767
chr3	169400000	169500000	0.31577
chr3	169500000	169600000	0.314466
chr3	169600000	169700000	0.285826
chr3	169700000	169800000	0.214995
chr3	169800000	169900000	0.33584
chr3	169900000	170000000	0.498795
chr3	170000000	170100000	0.374038
chr3	170100000	170200000	0.446627
chr3	170200000	170300000	0.398226
chr3	170300000	170400000	0.468014
chr3	170400000	170500000	0.332985
chr3	170500000	170600000	0.32272
chr3	170600000	170700000	0.377589
chr3	170700000	170800000	0.341129
chr3	170800000	170900000	0.280033
chr3	170900000	171000000	0.265351
chr3	171000000	171100000	0.31422
chr3	171100000	171200000	0.357743
chr3	171200000	171300000	0.390295
chr3	171300000	171400000	0.395568
chr3	171400000	171500000	0.365527
chr3	171500000	171600000	0.38596
chr3	171600000	171700000	0.368498
chr3	171700000	171800000	0.411399
chr3	171800000	171900000	0.315554
chr3	171900000	172000000	0.364302
chr3	172000000	172100000	0.380958
chr3	172100000	172200000	0.420847
chr3	172200000	172300000	0.39182
chr3	172300000	172400000	0.320047
chr3	172400000	172500000	0.355407
chr3	172500000	172600000	0.545483
chr3	172600000	172700000	0.382718
chr3	172700000	172800000	0.26423
chr3	172800000	172900000	0.316601
chr3	172900000	173000000	0.32073
chr3	173000000	173100000	0.311007
chr3	173100000	173200000	0.293317
chr3	173200000	173300000	0.31075
chr3	173300000	173400000	0.300074
chr3	173400000	173500000	0.316681
chr3	173500000	173600000	0.290244
chr3	173600000	173700000	0.26923
chr3	173700000	173800000	0.321131
chr3	173800000	173900000	0.268487
chr3	173900000	174000000	0.256087
chr3	174000000	174100000	0.297203
chr3	174100000	174200000	0.271089
chr3	174200000	174300000	0.274085
chr3	174300000	174400000	0.285639
chr3	174400000	174500000	0.32971
chr3	174500000	174600000	0.290952
chr3	174600000	174700000	0.229843
chr3	174700000	174800000	0.286666
chr3	174800000	174900000	0.268081
chr3	174900000	175000000	0.31914
chr3	175000000	175100000	0.31152
chr3	175100000	175200000	0.30287
chr3	175200000	175300000	0.340415
chr3	175300000	175400000	0.371359
chr3	175400000	175500000	0.337046
chr3	175500000	175600000	0.321009
chr3	175600000	175700000	0.292673
chr3	175700000	175800000	0.333839
chr3	175800000	175900000	0.303455
chr3	175900000	176000000	0.27012
chr3	176000000	176100000	0.291427
chr3	176100000	176200000	0.283651
chr3	176200000	176300000	0.295793
chr3	176300000	176400000	0.289466
chr3	176400000	176500000	0.270373
chr3	176500000	176600000	0.286641
chr3	176600000	176700000	0.301007
chr3	176700000	176800000	0.281383
chr3	176800000	176900000	0.281306
chr3	176900000	177000000	0.284968
chr3	177000000	177100000	0.281313
chr3	177100000	177200000	0.425737
chr3	177200000	177300000	0.3487
chr3	177300000	177400000	0.386433
chr3	177400000	177500000	0.339841
chr3	177500000	177600000	0.328887
chr3	177600000	177700000	0.317881
chr3	177700000	177800000	0.32092
chr3	177800000	177900000	0.305959
chr3	177900000	178000000	0.295764
chr3	178000000	178100000	0.318172
chr3	178100000	178200000	0.331494
chr3	178200000	178300000	0.300883
chr3	178300000	178400000	0.282118
chr3	178400000	178500000	0.346675
chr3	178500000	178600000	0.373702
chr3	178600000	178700000	0.409847
chr3	178700000	178800000	0.378769
chr3	178800000	178900000	0.358437
chr3	178900000	179000000	0.30836
chr3	179000000	179100000	0.465887
chr3	179100000	179200000	0.333783
chr3	179200000	179300000	0.409214
chr3	179300000	179400000	0.334561
chr3	179400000	179500000	0.33398
chr3	179500000	179600000	0.289053
chr3	179600000	179700000	0.339467
chr3	179700000	179800000	0.351368
chr3	179800000	179900000	0.392467
chr3	179900000	180000000	0.394742
chr3	180000000	180100000	0.31384
chr3	180100000	180200000	0.326365
chr3	180200000	180300000	0.366903
chr3	180300000	180400000	0.369193
chr3	180400000	180500000	0.353709
chr3	180500000	180600000	0.340186
chr3	180600000	180700000	0.3348
chr3	180700000	180800000	0.304058
chr3	180800000	180900000	0.291453
chr3	180900000	181000000	0.410266
chr3	181000000	181100000	0.294417
chr3	181100000	181200000	0.250213
chr3	181200000	181300000	0.293793
chr3	181300000	181400000	0.299593
chr3	181400000	181500000	0.283011
chr3	181500000	181600000	0.304127
chr3	181600000	181700000	0.276663
chr3	181700000	181800000	0.284277
chr3	181800000	181900000	0.316041
chr3	181900000	182000000	0.358389
chr3	182000000	182100000	0.312465
chr3	182100000	182200000	0.312596
chr3	182200000	182300000	0.2843
chr3	182300000	182400000	0.296402
chr3	182400000	182500000	0.296702
chr3	182500000	182600000	0.31869
chr3	182600000	182700000	0.272991
chr3	182700000	182800000	0.450781
chr3	182800000	182900000	0.423845
chr3	182900000	183000000	0.41139
chr3	183000000	183100000	0.380355
chr3	183100000	183200000	0.498821
chr3	183200000	183300000	0.416569
chr3	183300000	183400000	0.381278
chr3	183400000	183500000	0.322788
chr3	183500000	183600000	0.482172
chr3	183600000	183700000	0.386739
chr3	183700000	183800000	0.422144
chr3	183800000	183900000	0.361012
chr3	183900000	184000000	0.433349
chr3	184000000	184100000	0.350365
chr3	184100000	184200000	0.436601
chr3	184200000	184300000	0.421286
chr3	184300000	184400000	0.329506
chr3	184400000	184500000	0.413885
chr3	184500000	184600000	0.316765
chr3	184600000	184700000	0.420682
chr3	184700000	184800000	0.393401
chr3	184800000	184900000	0.372201
chr3	184900000	185000000	0.346264
chr3	185000000	185100000	0.399881
chr3	185100000	185200000	0.339096
chr3	185200000	185300000	0.363184
chr3	185300000	185400000	0.318678
chr3	185400000	185500000	0.376135
chr3	185500000	185600000	0.392333
chr3	185600000	185700000	0.351091
chr3	185700000	185800000	0.433456
chr3	185800000	185900000	0.330405
chr3	185900000	186000000	0.252085
chr3	186000000	186100000	0.399878
chr3	186100000	186200000	0.420824
chr3	186200000	186300000	0.30272
chr3	186300000	186400000	0.366404
chr3	186400000	186500000	0.364583
chr3	186500000	186600000	0.31288
chr3	186600000	186700000	0.36399
chr3	186700000	186800000	0.331688
chr3	186800000	186900000	0.31328
chr3	186900000	187000000	0.452914
chr3	187000000	187100000	0.413952
chr3	187100000	187200000	0.410787
chr3	187200000	187300000	0.370404
chr3	187300000	187400000	0.343098
chr3	187400000	187500000	0.346164
chr3	187500000	187600000	0.331281
chr3	187600000	187700000	0.435009
chr3	187700000	187800000	0.205069
chr3	187800000	187900000	0.374928
chr3	187900000	188000000	0.404055
chr3	188000000	188100000	0.355364
chr3	188100000	188200000	0.306081
chr3	188200000	188300000	0.27398
chr3	188300000	188400000	0.312286
chr3	188400000	188500000	0.317906
chr3	188500000	188600000	0.33233
chr3	188600000	188700000	0.271513
chr3	188700000	188800000	0.31152
chr3	188800000	188900000	0.310291
chr3	188900000	189000000	0.305997
chr3	189000000	189100000	0.337068
chr3	189100000	189200000	0.328579
chr3	189200000	189300000	0.245804
chr3	189300000	189400000	0.43936
chr3	189400000	189500000	0.407576
chr3	189500000	189600000	0.444121
chr3	189600000	189700000	0.407143
chr3	189700000	189800000	0.394184
chr3	189800000	189900000	0.371092
chr3	189900000	190000000	0.227062
chr3	190000000	190100000	0.426243
chr3	190100000	190200000	0.392515
chr3	190200000	190300000	0.373408
chr3	190300000	190400000	0.373249
chr3	190400000	190500000	0.335386
chr3	190500000	190600000	0.352338
chr3	190600000	190700000	0.290872
chr3	190700000	190800000	0.310446
chr3	190800000	190900000	0.296849
chr3	190900000	191000000	0.318497
chr3	191000000	191100000	0.259967
chr3	191100000	191200000	0.350078
chr3	191200000	191300000	0.359328
chr3	191300000	191400000	0.410455
chr3	191400000	191500000	0.30546
chr3	191500000	191600000	0.323941
chr3	191600000	191700000	0.313765
chr3	191700000	191800000	0.294907
chr3	191800000	191900000	0.300485
chr3	191900000	192000000	0.312609
chr3	192000000	192100000	0.381964
chr3	192100000	192200000	0.25927
chr3	192200000	192300000	0.305787
chr3	192300000	192400000	0.299056
chr3	192400000	192500000	0.270022
chr3	192500000	192600000	0.25289
chr3	192600000	192700000	0.315031
chr3	192700000	192800000	0.299525
chr3	192800000	192900000	0.487088
chr3	192900000	193000000	0.338548
chr3	193000000	193100000	0.311587
chr3	193100000	193200000	0.302917
chr3	193200000	193300000	0.283406
chr3	193300000	193400000	0.303037
chr3	193400000	193500000	0.326833
chr3	193500000	193600000	0.290783
chr3	193600000	193700000	0.352585
chr3	193700000	193800000	0.346943
chr3	193800000	193900000	0.421645
chr3	193900000	194000000	0.355803
chr3	194000000	194100000	0.421076
chr3	194100000	194200000	0.325705
chr3	194200000	194300000	0.348567
chr3	194300000	194400000	0.317183
chr3	194400000	194500000	0.357145
chr3	194500000	194600000	0.431568
chr3	194600000	194700000	0.297276
chr3	194700000	194800000	0.387283
chr3	194800000	194900000	0.34295
chr3	194900000	195000000	0.379464
chr3	195000000	195100000	0.434413
chr3	195100000	195200000	0.426544
chr3	195200000	195300000	0.301964
chr3	195300000	195400000	0.452079
chr3	195400000	195500000	0.355606
chr3	195500000	195600000	0.334718
chr3	195600000	195700000	0.327887
chr3	195700000	195800000	0.318941
chr3	195800000	195900000	0.310303
chr3	195900000	196000000	0.35199
chr3	196000000	196100000	0.423848
chr3	196100000	196200000	0.560913
chr3	196200000	196300000	0.383184
chr3	196300000	196400000	0.403519
chr3	196400000	196500000	0.439662
chr3	196500000	196600000	0.375057
chr3	196600000	196700000	0.551055
chr3	196700000	196800000	0.394412
chr3	196800000	196900000	0.386744
chr3	196900000	197000000	0.388099
chr3	197000000	197100000	0.409429
chr3	197100000	197200000	0.415804
chr3	197200000	197300000	0.398742
chr3	197300000	197400000	0.460957
chr3	197400000	197500000	0.390979
chr3	197500000	197600000	0.349513
chr3	197600000	197700000	0.336888
chr3	197700000	197800000	0.383889
chr3	197800000	197900000	0.347564
chr3	197900000	198000000	0.322431
chr3	198000000	198100000	0.347512
chr3	198100000	198200000	0.237092
chr3	198200000	198295559	nan
chr4	0	100000	0.198044
chr4	100000	200000	0.385825
chr4	200000	300000	0.331994
chr4	300000	400000	0.389869
chr4	400000	500000	0.370682
chr4	500000	600000	0.292465
chr4	600000	700000	0.270422
chr4	700000	800000	0.385074
chr4	800000	900000	0.381617
chr4	900000	1000000	0.450113
chr4	1000000	1100000	0.285383
chr4	1100000	1200000	0.336921
chr4	1200000	1300000	0.392529
chr4	1300000	1400000	0.258564
chr4	1400000	1500000	0.360829
chr4	1500000	1600000	0.29015
chr4	1600000	1700000	0.273493
chr4	1700000	1800000	0.313884
chr4	1800000	1900000	0.464698
chr4	1900000	2000000	0.399183
chr4	2000000	2100000	0.360211
chr4	2100000	2200000	0.373212
chr4	2200000	2300000	0.379532
chr4	2300000	2400000	0.415352
chr4	2400000	2500000	0.343409
chr4	2500000	2600000	0.388363
chr4	2600000	2700000	0.446059
chr4	2700000	2800000	0.324056
chr4	2800000	2900000	0.429625
chr4	2900000	3000000	0.357596
chr4	3000000	3100000	0.352823
chr4	3100000	3200000	0.467912
chr4	3200000	3300000	0.360141
chr4	3300000	3400000	0.351345
chr4	3400000	3500000	0.348982
chr4	3500000	3600000	0.257184
chr4	3600000	3700000	0.291318
chr4	3700000	3800000	0.333541
chr4	3800000	3900000	0.342531
chr4	3900000	4000000	0.284988
chr4	4000000	4100000	0.4236
chr4	4100000	4200000	0.273548
chr4	4200000	4300000	0.30719
chr4	4300000	4400000	0.312486
chr4	4400000	4500000	0.303685
chr4	4500000	4600000	0.39817
chr4	4600000	4700000	0.380642
chr4	4700000	4800000	0.355809
chr4	4800000	4900000	0.330642
chr4	4900000	5000000	0.287276
chr4	5000000	5100000	0.297852
chr4	5100000	5200000	0.313421
chr4	5200000	5300000	0.294434
chr4	5300000	5400000	0.298773
chr4	5400000	5500000	0.323021
chr4	5500000	5600000	0.320444
chr4	5600000	5700000	0.312761
chr4	5700000	5800000	0.331773
chr4	5800000	5900000	0.28772
chr4	5900000	6000000	0.329407
chr4	6000000	6100000	0.343223
chr4	6100000	6200000	0.416317
chr4	6200000	6300000	0.333127
chr4	6300000	6400000	0.318497
chr4	6400000	6500000	0.381355
chr4	6500000	6600000	0.290106
chr4	6600000	6700000	0.342479
chr4	6700000	6800000	0.449192
chr4	6800000	6900000	0.41073
chr4	6900000	7000000	0.507329
chr4	7000000	7100000	0.407356
chr4	7100000	7200000	0.319094
chr4	7200000	7300000	0.385901
chr4	7300000	7400000	0.309076
chr4	7400000	7500000	0.298332
chr4	7500000	7600000	0.302812
chr4	7600000	7700000	0.296051
chr4	7700000	7800000	0.306571
chr4	7800000	7900000	0.327562
chr4	7900000	8000000	0.350098
chr4	8000000	8100000	0.335654
chr4	8100000	8200000	0.322907
chr4	8200000	8300000	0.310063
chr4	8300000	8400000	0.369226
chr4	8400000	8500000	0.294387
chr4	8500000	8600000	0.395975
chr4	8600000	8700000	0.284351
chr4	8700000	8800000	0.291621
chr4	8800000	8900000	0.279972
chr4	8900000	9000000	0.213138
chr4	9000000	9100000	0.291063
chr4	9100000	9200000	nan
chr4	9200000	9300000	nan
chr4	9300000	9400000	nan
chr4	9400000	9500000	0.234143
chr4	9500000	9600000	0.310772
chr4	9600000	9700000	0.26129
chr4	9700000	9800000	0.3055
chr4	9800000	9900000	0.388282
chr4	9900000	10000000	0.401655
chr4	10000000	10100000	0.347234
chr4	10100000	10200000	0.343452
chr4	10200000	10300000	0.394062
chr4	10300000	10400000	0.363367
chr4	10400000	10500000	0.327151
chr4	10500000	10600000	0.250385
chr4	10600000	10700000	0.373101
chr4	10700000	10800000	0.35432
chr4	10800000	10900000	0.394142
chr4	10900000	11000000	0.384434
chr4	11000000	11100000	0.344546
chr4	11100000	11200000	0.298835
chr4	11200000	11300000	0.308164
chr4	11300000	11400000	0.376216
chr4	11400000	11500000	0.348092
chr4	11500000	11600000	0.300999
chr4	11600000	11700000	0.261554
chr4	11700000	11800000	0.276152
chr4	11800000	11900000	0.267204
chr4	11900000	12000000	0.282652
chr4	12000000	12100000	0.258544
chr4	12100000	12200000	0.295424
chr4	12200000	12300000	0.302145
chr4	12300000	12400000	0.27988
chr4	12400000	12500000	0.324053
chr4	12500000	12600000	0.285432
chr4	12600000	12700000	0.235985
chr4	12700000	12800000	0.225468
chr4	12800000	12900000	0.305441
chr4	12900000	13000000	0.288475
chr4	13000000	13100000	0.292255
chr4	13100000	13200000	0.293342
chr4	13200000	13300000	0.318021
chr4	13300000	13400000	0.346219
chr4	13400000	13500000	0.375746
chr4	13500000	13600000	0.300685
chr4	13600000	13700000	0.222495
chr4	13700000	13800000	0.292801
chr4	13800000	13900000	0.332063
chr4	13900000	14000000	0.284769
chr4	14000000	14100000	0.339165
chr4	14100000	14200000	0.425755
chr4	14200000	14300000	0.321115
chr4	14300000	14400000	0.30894
chr4	14400000	14500000	0.297691
chr4	14500000	14600000	0.316561
chr4	14600000	14700000	0.31728
chr4	14700000	14800000	0.311849
chr4	14800000	14900000	0.353192
chr4	14900000	15000000	0.344184
chr4	15000000	15100000	0.340631
chr4	15100000	15200000	0.318637
